"SubmissionID","StudentID","project","course","sem","report"
5900,"S8588005","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6179,"S8588313","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7680,"S8588531","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5967,"S8588851","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5533,"S8589861","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6349,"S8590485","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6015,"S8591953","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5722,"S8592005","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6123,"S8593277","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6311,"S8595015","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6041,"S8597237","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6152,"S8597839","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6115,"S8598663","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5682,"S8602701","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6006,"S8603249","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6432,"S8603887","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5819,"S8606153","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6373,"S8606201","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6430,"S8606503","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5721,"S8606795","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
8453,"S8607057","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6235,"S8607175","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6242,"S8607879","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6079,"S8612039","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5697,"S8614359","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5571,"S8614735","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5785,"S8614939","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5527,"S8615041","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6392,"S8615615","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7684,"S8616037","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6033,"S8616467","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6229,"S8617071","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5811,"S8617163","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6022,"S8618633","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5971,"S8619261","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6215,"S8623861","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5822,"S8623897","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5737,"S8623969","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6082,"S8624057","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5800,"S8624165","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6253,"S8624195","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5572,"S8624219","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5671,"S8624305","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6237,"S8624309","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5769,"S8624319","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5663,"S8624377","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5848,"S8624379","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6330,"S8626487","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6064,"S8626517","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6222,"S8626665","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6186,"S8626689","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6159,"S8626753","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5649,"S8626781","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5717,"S8626835","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6371,"S8626875","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6002,"S8626879","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5559,"S8626901","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5590,"S8626951","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6228,"S8627021","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5991,"S8627057","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5760,"S8627081","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5796,"S8627139","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6281,"S8627305","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6133,"S8627443","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5813,"S8627665","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5712,"S8629929","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
8451,"S8630049","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5770,"S8630113","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6166,"S8630271","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5859,"S8630315","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5644,"S8630507","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6127,"S8632119","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5917,"S8632907","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6072,"S8632935","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5825,"S8632985","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6017,"S8632991","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6076,"S8632995","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6360,"S8633041","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5899,"S8633069","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5960,"S8633079","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5638,"S8633091","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6194,"S8633107","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5577,"S8633139","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5916,"S8633145","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5550,"S8633241","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6212,"S8633257","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5604,"S8633325","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5616,"S8633343","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6153,"S8633373","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6361,"S8633493","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5584,"S8633519","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7657,"S8633543","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5642,"S8633549","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6118,"S8633583","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6169,"S8633645","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5753,"S8633673","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5689,"S8633703","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6366,"S8633759","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5979,"S8633761","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5751,"S8633779","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5656,"S8633781","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5591,"S8633783","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6306,"S8633803","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5650,"S8633881","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5573,"S8633927","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6298,"S8633947","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6409,"S8633979","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6140,"S8634001","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5667,"S8634067","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5824,"S8634077","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5587,"S8634081","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5594,"S8634095","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5948,"S8634133","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5814,"S8634207","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6008,"S8634211","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5582,"S8634343","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5914,"S8634359","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5898,"S8634403","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6023,"S8634489","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6089,"S8634497","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6156,"S8634509","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6226,"S8634517","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7892,"S8634541","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7683,"S8634559","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5522,"S8634569","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5536,"S8634609","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6203,"S8634681","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5977,"S8634685","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6119,"S8634725","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5537,"S8634735","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5724,"S8634765","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5589,"S8634785","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6047,"S8634787","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6110,"S8634841","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5937,"S8634845","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5637,"S8634889","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6067,"S8634905","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6415,"S8634921","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5570,"S8634937","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5906,"S8635055","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5519,"S8635095","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5838,"S8635111","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6275,"S8635121","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5532,"S8635237","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5953,"S8635247","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5939,"S8635265","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6077,"S8635285","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6085,"S8635291","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5549,"S8635325","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5588,"S8635371","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6322,"S8635385","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6038,"S8635451","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5777,"S8635459","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6425,"S8635487","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6019,"S8635537","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5585,"S8635541","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6419,"S8635581","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5802,"S8635607","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6013,"S8635629","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5713,"S8635633","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7693,"S8635655","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6036,"S8635757","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6098,"S8635845","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5808,"S8635855","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5883,"S8635883","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6198,"S8635885","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5607,"S8635889","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5944,"S8635921","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5736,"S8635943","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6126,"S8635977","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6398,"S8636011","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5541,"S8636017","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5993,"S8636031","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5557,"S8636061","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6329,"S8636071","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6044,"S8636101","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6277,"S8636149","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5665,"S8636199","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6114,"S8636251","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5774,"S8636289","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7664,"S8636293","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6260,"S8636303","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6356,"S8636369","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6045,"S8636373","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6063,"S8636395","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5628,"S8636397","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5876,"S8636419","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6148,"S8636449","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5806,"S8636487","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5757,"S8636505","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6090,"S8636525","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7663,"S8636605","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5742,"S8636645","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5997,"S8636655","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5598,"S8636681","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6053,"S8636689","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5602,"S8636705","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5840,"S8636811","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5941,"S8636825","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7694,"S8636857","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5897,"S8636879","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6121,"S8636903","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5745,"S8636953","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5586,"S8636969","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5675,"S8637009","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5866,"S8637013","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6380,"S8637017","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5747,"S8637025","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6056,"S8637109","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6323,"S8637111","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6231,"S8637119","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6171,"S8637127","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6004,"S8637165","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5732,"S8637175","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6134,"S8637207","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5995,"S8637247","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6145,"S8637441","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5609,"S8637463","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6429,"S8637535","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5679,"S8637555","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5846,"S8637637","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6388,"S8637643","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6445,"S8637649","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5989,"S8637689","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5894,"S8637727","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6058,"S8637751","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5882,"S8637753","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
9157,"S8637771","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6350,"S8637781","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5974,"S8637789","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6358,"S8637795","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6026,"S8637831","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6283,"S8637861","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7672,"S8637911","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6395,"S8637941","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5966,"S8637963","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5567,"S8637977","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6284,"S8637979","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6442,"S8638013","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5662,"S8638027","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7893,"S8638047","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5694,"S8638051","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6354,"S8638111","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6262,"S8638137","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6130,"S8638161","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6304,"S8638195","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5703,"S8638215","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6232,"S8638221","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5545,"S8638227","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6167,"S8638247","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5726,"S8638253","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5763,"S8638285","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5610,"S8638301","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5636,"S8638329","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5719,"S8638351","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5896,"S8638365","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5624,"S8638381","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7691,"S8638395","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5655,"S8638415","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5936,"S8638433","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5794,"S8638461","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6172,"S8638537","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5955,"S8638575","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5647,"S8638577","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6113,"S8638667","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5918,"S8638669","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5525,"S8638713","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5714,"S8638783","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6210,"S8638793","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6321,"S8638797","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5877,"S8638803","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6427,"S8638861","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5546,"S8638883","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6035,"S8638977","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5674,"S8638981","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5695,"S8639119","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6162,"S8639163","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6168,"S8639165","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5711,"S8639167","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5645,"S8639345","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6399,"S8639377","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5867,"S8639383","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6109,"S8639433","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5860,"S8639449","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6282,"S8639461","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7673,"S8639481","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5633,"S8639509","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5704,"S8639519","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5931,"S8639523","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6014,"S8639525","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5678,"S8639543","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6362,"S8639555","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5945,"S8639577","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6236,"S8639599","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7676,"S8639673","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5661,"S8639707","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5560,"S8639729","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5942,"S8639735","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
8798,"S8639757","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6009,"S8639763","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5834,"S8639785","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6154,"S8639791","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6381,"S8639813","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6257,"S8639887","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6317,"S8639897","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5627,"S8639915","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5762,"S8639921","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6048,"S8639925","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5990,"S8639937","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6443,"S8639959","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6059,"S8639969","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6404,"S8639995","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5874,"S8640009","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5578,"S8640021","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6383,"S8640077","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6096,"S8640137","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5881,"S8640141","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5715,"S8640151","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5646,"S8640179","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6207,"S8640203","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6069,"S8640205","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5755,"S8640217","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6421,"S8640265","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6074,"S8640315","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6234,"S8640343","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5688,"S8640371","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5959,"S8640419","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
7656,"S8640439","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5657,"S8640467","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6012,"S8640475","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
6319,"S8640521","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
5926,"S8640567","BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1"
